"","title_kr","title_en","content","time","director","country","year"
"4433","버스 44","Bus 44","변두리 작은 마을, 
한적한 시골길을 달리던 44번 버스는 노상강도를 만나고 강도들은 여자 버스 
운전사를 강간하려고 한다. 그러나 겁먹은 승객들은 용기를 내지 못하고 모두 
구경만 할 뿐이다. 승객 중 한 젊은 청년이 그녀를 구하려고 시도해 보지만 결국 
칼에 찔리고 만다. 는 인간 선악의 측면을 넘어 모든 경계와 사회를 
관통하는 보편적인 주제를 다루고 있다. 실제 ...","11min","
				데이얀 엉","Hong Kong, China","2001"
"4434","범죄분자","Criminal","어머니의 병원비를 마련해야 하고, 여자친구와의 관계도 소원해져 가는 
지루하고 고단한 청년의 하루에 돈뭉치가 가득한 돈가방이 놓인다. 한 순간에 
범죄분자가 되어 버린 주인공은 무사히 경찰들의 감시에서 벗어날 수 
있을까?","30min","
				청어","China","2001"
"4435","베이징 락","Beijing Rocks",", 을 만들었던 마블 청의 신작. 문제아 
마이클은 아버지의 요구로 중국에 잠시 유학을 간다. 물론 공부할 리 만무하고 그 곳에서 우연히 록 밴드에 들어가 그들과 함께 중국을 돌면서 밴드생활을 하게 된다. 전작들에서 잔잔한 사랑 이야기를 보여 줬던 마블 청이 이번에 주목하는 것은 현대 중국 젊은이들의 삶과 사랑이다. 영화는 로드의 음악에 대한 열정, 좌절, 로드...","110min","
				마벨 청","Hong Kong China","2001"
"4436","변기의 질투","A Dull's Life","공중 
화장실의 변기가 생물이라면? 재미있는 발상의 단편 애니메이션. 더러운 공중 
화장실의 남성용 소변기는 모든 사용자들이 함부로 쓰고 있다. 어느 날 이 변기는 
건너편 여성용 화장실이 마치 천국처럼 깨끗하다는 것을 깨닫는다. 그는 자기가 
있던 곳을 떠나기로 결심하고 여자 화장실로 모험을 떠난다. 과연 그는 그 곳에서 
천국을 찾을 수 있을까?","4min 3","
				비퍼 콰이 번","Hong Kong China","2001"
"4437","봄날은 간다","One Fine Spring Day","지방 방송국의 아나운서인 30대 초반의 여자와 녹음실의 동시녹음 엔지니어인 20대 후반의 남자가 업무 때문에 만난다. 두 사람은 사랑에 빠진다. 그러나 행복한 사랑은 없다는 어느 시인의 노래처럼, 두 사람은 곧 갈등에 부딪친다. 그리고 인생 자체가 그 이별을 강제한 것을 잘 아는 사람들처럼, 아주 조용하게 그들은 헤어진다. 사랑과 이별이라는 인생 의식을 통과해 가는 두 사람의 섬세한 심리 변...","113min","
				허진호","Korea","2001"
"4438","봄이 올때까지","The Spring to Come","혁명과 사랑, 변화하는 세상에서의 의미 찾기에 대한 이야기. 
다인종 도시인 바쿠에 사는 체자리 바리카는 볼셰비키 혁명을 열렬히 환영한다. 
그러나 그의 혁명에 대한 열정은 어머니가 죽고 친했던 여러 국적의 친구들이 
적이 되는 것을 목격하면서 차갑게 식어 간다. 그는 모든 이가 평등하고 행복이 
넘치는 국가를 꿈꾸며 폴란드로 떠나고, 바르샤바에서 어머니의 오랜 친구인 지몬 
가조비...","140min","
				필립 바이온","Poland","2001"
"4439","붉은 다리 아래 따뜻한 물","Warm Water under a Red Bridge","언제나 
이마무라 쇼오헤이가 이야기하고자 하는 것은 ‘인간’이다. 때로는 혐오스러울 
만큼 인간 냄새를 풍기는 이마무라 영화의 캐릭터들은, 모든 이들의 내면 깊은 
곳에 잠재된 ‘인간의 본질’이란 측면을 돌출시켜 보여 준다. 특히 그 본질 
중에서도 그의 일관된 테마는 , ,  
등의 작품에서 엿볼 수 있듯이, 여성이 지닌 원시적 생명력...","119min","
				이마무라 쇼헤이","Japan","2001"
"4440","비밀투표","Secret Ballot","투표행위를 통해 사회의 
일단을 들여다보는 로드 무비 형식의 풍자영화. 이란의 어느 오지 마을. 이 
지역의 투표를 책임진 여성 관리가 군인과 함께 마을 곳곳을 돌아다니며 마을 
사람들로 하여금 투표에 참여하도록 한다. 그리고 그 과정에서 각종 다양한 
사람들을 만나게 된다. 파야미는 이러한 과정을 통해 투표와 이란 사회의 
상관관계를 두 가지의 시각으로 바라본다. 그 하나는 전근대...","100min","
				바박 파야미","Iran/Italy","2001"
"4441","비오는 대관식","Coronation","중년의 위기를 맞은 한 억눌린 독신자가 십대의 어린 하녀에게 
사랑을 느꼈을 때 그의 정열은 대가를 치른다. 돈 안드레스는 부유한 
아발로스가의 마지막 상속자이다. 58세인 그는 지난 그의 삶이 존재 이유를 
파악하기 위한 끝없는 탐구와 지나친 독서로 무의미하게 낭비되었다고 느낀다. 그 
때 우연히 치매에 걸려 괴팍해진 할머니 도나 엘리사를 간병해 줄 17살의 시골 
처녀 에스텔라를...","128min","
				실비오 카이오지","Chile","2001"
"4442","비포 나잇 폴스","Before Night Falls","2000년 베니스 
영화제에서 심사위원 대상을 수상한 는 쿠바의 시인이자 
소설가인 레이날도 아레나스의 일생과 그의 작품세계를 풍부한 상상력으로 그려 
낸다. 영화는 시골에서의 어린 시절부터 혁명, 저작활동과 동성애자라는 자신의 
성 정체성 때문에 당하는 카스트로 정권하에서의 고난, 마리엘 보트를 타고 떠난 
1980년의 망명과 그 후 미국에서의 가난했던 삶과 죽음...","130min","
				줄리안 슈나벨","USA","2001"
"4443","빗나간 과녁","Absolute Hundred","슬로단 고루보비치의 데뷔작 은 사기와 
복수로 얼룩진 세상에 맞서는 젊은 혈기와 형제애를 힘있게 그린다. 사샤 
고르딕은 유고슬라비아의 주니어 사격대회 공기소총 챔피언이다. 몰락한 그의 형 
이고르는 자신을 계속 괴롭혀 직장까지 그만두게 한 룬다에게 집안 대대로 
물려받아 온 사격연습장을 팔아 버린다. 세계 선수권 챔피언인 형 이고르는 
사샤의 우상이었지만 보스니아에서...","93min","
				슬로단 고르보비치","Yugoslavia","2001"
"4444","빙산을 본 소년","The Boy who Saw the Iceberg","자신의 운명에 싫증이 난 소년은 
기괴하고 위험한 모험을 상상한다. 이 영웅은 공상 속에서 각종 갱들과 괴물들을 
피하는 데 익숙해져 있지만 어느 날 현실보다 더 엄청난 빙산의 모습을 한 괴물을 
보게 되자 그는 자신의 눈을 의심할 수밖에 없다. 갑자기 그는 그가 그토록 
탈출하고 싶어했던 평범한 생활로 다시 돌아가길 간절히 소망한다.","9min","
				폴 드리센","Canada","2001"
"4445","빵과 우유","Bread and Milk","이반은 병원 파업으로 인해 알코올 중독 치료 
프로그램에서 예정보다 하루 일찍 나오게 된다. 집에서의 평온한 첫날은 부인인 
소냐로 하여금 밝은 미래를 꿈꾸게 만든다. 그러나 다음 날 소냐가 부잣집의 
가정부로 일하러 간 사이 이반은 그녀의 부탁대로 빵과 우유를 사러 밖으로 
나가고 집으로 돌아오던 중 우연히 오랫동안 만나지 못한 옛 친구 아만도를 
만난다. 술집에서 대화를 나누던 ...","68min","
				얀 치트코비치","Slovenia","2001"
"4446","사랑방 손님과 어머니","Mother and a Guest in the Master'sRoom","다른 작품에 대한 재평가가 있기 이전까지 신상옥의 대표작으로 
평가되어 온 작품. 와 달리 대부분의 작품에서 전통적인 여인상을 연기한 
최은희를 만날 수 있다. 그녀는 지방의 소도시에 사는 전쟁 미망인으로 역시 
미망인인 시어머니와 어린 딸과 함께 살고 있다. 죽은 남편에 대한 정절을 지키며 
살던 그녀는 남편의 친구가 사랑방에 머물게 되면서 윤리적 갈등을 경험한다. 
유교...","102min","
				신상옥","Korea","2001"
"4447","사랑스런 리타","Lovely Rita","십대 소녀 리타는 
통제 불가능한 아웃사이더이다. 그녀는 자신의 행동을 비웃는 반 친구들과 
어울리지 못하고, 선생님들은 그녀를 건방지다고 비난하며, 그녀의 부모는 
처벌하기 위해 그녀를 방에 가두기도 한다. 리타의 괴팍한 행동은 소녀에서 
여인으로 성숙하는 과정에 잘 적응하지 못한다는 것을 여실히 증명한다. 얼마 후 
그녀의 반항적인 행동은 더욱 큰 결과로 나타난다. 언제나처럼 남...","80min","
				예시카 하우즈너","Austria/ Germany","2001"
"4448","사랑의 찬가","Eloge de l'Amour","‘사랑의 찬가’를 뜻하는 제목의 프랑스 뉴 
웨이브의 대표적인 감독 장 뤽 고다르의 최신작. 우리는 보이지 않는 누군가가 첫 
만남, 육체적인 열정, 다툼과 이별, 그리고 화해라는 사랑의 네 가지 중요한 
순간에 대한 프로젝트에 대해 이야기하는 것을 듣는다. 영화는 젊은이, 성인, 
노인의 세 커플을 통해서 전개된다. 이 프로젝트의 모티브가 연극인지 영화인지 
소설인지 오페라인지 전...","98min","
				장 뤽 고다르","Switzerland/France","2001"
"4449","사유하는 바다","The Sea that Thinks","는 상황의 급전과 새로운 시각으로 가득한 실험적인 영화이다. 영화의 
주인공인 시나리오 작가 바트 클레버는 영화 속에서 의 대본을 
쓰고 있다. 그는 몇 가지 예들을 통해 우리가 살고 있는 세계는 단지 우리의 의식 
속에서 발견될 뿐이라는 것을 알려 준다. “어떻게 하면 행복을 찾을 수 있을까, 
꿈꾸는 동안 꿈의 세계를 믿는가, 영화를 보는 동안 ...","100min","
				거트 드 그라프","The Netherlands","2001"
"4450","사이암 키드","Siamese Kid","태국의 옛 이름인 사이암의 풍경은 일본 아이돌 스타에게 열광하는 젊은 
아이들의 등장으로 얼룩진다. 노골적인 화법으로 태국의 젊은 세대를 비판하는 
태국 애니메이션.","5min","
				봉캄","Thailand","2001"
"4451","사형수 감방","Deathrow","세상은 지옥 같은 정글이다. 더욱이 이 정글은 한시라도 한눈을 팔 수가 없다. 한 악인을 만나 견디고 나면 또 다른 악인이 기다리고 있기 때문이다. 의 주인공 소니가 그렇다. 무고하게 살인죄로 감옥에 들어간 그는 자신의 무고함을 증명하긴커녕 무시무시한 폭력이 판치는 그 곳에서 생존을 위해 몸부림쳐야 한다. 박력 있지만 안정된 화법으로 펼쳐지는 이 영화는 사회의 악과 질병이 더 ...","113min","
				조엘 라망간","Philippine","2001"
"4452","산성비","Acid Rain","회식자리에서 해고 통보를 받은 사내는 
거리에서 우연히 원조교제에 나선 소녀를 만난다. 그는 모텔에서 소녀와 정사를 
나누지만, 그녀에게 지불할 돈이 없어 곤란을 겪는다. 소녀와 실랑이를 벌이던 
사내는 몰래 카메라를 촬영하고 있던 여관주인에게 봉변을 당한다. 사회에 만연한 
부조리한 현상과 도시적인 삶의 비참한 현실이 잘 그려진 작품. 
(김성욱)","25min","
				하연주","Korea","2001"
"4453","산지라","Sanzhyra","러시아의 농촌에서 전통의 관습대로 
할례식을 받는 소년의 하루가 아름다운 풍경과 함께 펼쳐친다. 할례를 앞둔 
소년의 불안함과 축제를 준비하는 마을의 풍경이 묘하게 대비를 이루고, 
다큐멘터리를 연상시키는 사실적인 연출이 인상적이다.","15min","
				누르벡 에겐","Russia/Kirghizia","2001"
"4454","삶","Lives","은 4 파트로 구성된 다큐 에세이로 직업이 다른 네 사람, 안과의사 
이브 폴리퀴엔, 조각가 쟝 루이 포레, 도살업자 미셸 라벨 그리고 영화 
편집자이자 제작자인 프랑수와즈 위도프의 일상을 담는다. 감독은 각각의 주제에 
맞게 다른 방식으로 주인공들에게 접근한다. 항상 고된 업무에 시달리고 있는 
의사는 끊임없이 환자들을 진료하지만 진료과정은 그들과 몇 마디 말만을 
주고받는 ...","87min","
				알랭 카발리에","France","2001"
"4455","삼사라","Samsara","는 히말라야 산맥의 장엄한 경관을 배경으로 펼쳐지는 
영적인 탐구에 관한 서사적인 이야기다. 총명한 젊은 스님 타시는 외딴 암자에서 
3년간 고독하게 수행을 완수한다. 그러나 수확의 기쁨을 나누는 시기가 돌아왔을 
때, 타시는 농부의 아름다운 딸 페마에게 매혹당한다. 그녀를 향한 사랑을 주체할 
수 없는 그는 세속의 것을 경험하지 않고는 포기할 수 없다고 주장하며 절을 
떠...","138min","
				판 나린","Germany/Italy/France/India","2001"
"4456","서던 컴포트","Southern Comfort","조지아 출신의 로버트는 유머감각을 지닌 친절한 카우보이다. 
로버트와 그의 애인 롤라는 성전환자로서, 로버트는 여자로 롤라는 남자로 
태어났다. 로버트의 새로운 삶으로의 전환은 너무 성공적이어서 KKK단의 멤버 
가입을 권유받았을 정도다. 로버트와 롤라는 서로를 깊이 사랑하지만, 그들에게는 
행복을 즐길 만한 시간이 얼마 남지 않았다. 영화는 20명의 의사들로부터 치료를 
거부당한 ...","90min","
				케이트 데이비스","USA","2001"
"4457","세 여자","Iles Flottantes","원제인 ‘일 플로땅뜨’는 떠다니는 
섬이라는 뜻을 가진 유명한 프랑스 디저트로 바닐라 크림이 덮인 머랭을 
의미한다. 는 카트, 사샤, 이사라는 물 흐르는 듯한 삶을 살고 있는 세 
여자친구의 이야기를 담고 있다. 아이러니한 자기 확신을 가지고 자유롭게 
살아가던 그들은 이제 30대를 맞이하면서 인생이 농담과는 거리가 먼 것임을 
깨닫는다. 학교를 그만두고 몇 년 동안 막...","82min","
				나누크 레오폴드","The Netherlands","2001"
"4458","세상끝에서","On the Edge","는 신랄한 유머감각과 자기 파괴적인 성향 뒤에 청춘의 고통을 간직하는 
한 젊은이를 그리는 인상적인 작품이다. 훔친 차로 큰 사고를 낸 19살의 조나단 
브리치에게 감옥과 정신병원이라는 두 가지 선택의 기회가 주어진다. 그는 
마지못해 후자를 선택하지만 치료에 대해선 회의적이다. 조나단의 이런 자세는 
정신과 의사인 피겨 박사와의 갈등을 야기한다. 유전적인 우울증을 ...","90min","
				존 카니","Ireland/ USA","2001"
"4459","센츄리 호텔","Century Hotel","한 세기에 걸쳐 다양한 인간 드라마가 펼쳐져 온 센츄리 호텔 한 
객실의 풍부한 역사가 화려하고도 감동적으로 펼쳐진다. 영화 속의 서로 연관된 
7개의 이야기들은 객실 720호에서 일어난 역사적인 순간들을 차례로 그린다. 
1921년 호텔이 개업된 날 밤부터 1933년의 대공황, 1945년 2차 대전 직후에서 
1953년을 거쳐 성 개방 풍조가 만연된 1960년대, 퇴폐의 시대인 19...","95min","
				데이빗 위버","Canada","2001"
"4460","소금","Salt","와 함께 부산에 처음으로 소개되는 본격적인 북한영화. 신상옥은 북한에서 5년간 감옥생활을 했으며 석방된 다음 2년 반 동안 7편의 영화를 연출하였다. 은 30년대의 좌익 작가 강경애의 단편을 영화화한 것으로, 최은희가 가난과 모진 운명을 견디며 좌익 사상에 눈떠 가는 어머니의 모습을 연기했다. 일제 강점기 만주 간도지역에 가난한 소작농 집안이 있다. 
공산당의 습격으로 남편...","96min","
				신상옥","Korea(north)","2001"
"4461","소름","Sorum","기이하면서도 지적인 공포영화인 은 ‘소름 끼치는’ 인연의 사슬에 묶인 사람들간의 복수, 원죄와 죄의식의 전이, 운명적 살인을 보여 준다. 30년 전 한 남자가 아내를 살해하고 집에 불을 지르는데 그 때 살아남은 아들이 용현이다. 그 남자와 그의 정부 사이에서 태어난 딸인 선영은 성장하여 자신의 남편을 살해하고 아이를 
죽게 만든다. 이복 남매간인 두 주인공은 범죄의 공모자에서 연인이...","109min","
				윤종찬","Korea","2001"
"4462","솜씨 좋은 여인","Good Hands","작게는 지갑에서 
크게는 지프차까지 붙박혀 있는 것만 제외하곤 모두 자신의 손에 넣을 수 있는 
솜씨 좋은 도둑 마르기타. 그러나 그녀의 범행을 눈치 챈 경찰의 추적을 받게 
되자 그녀의 일터이자 기회의 장소인 리가 거리는 갑자기 위험한 곳으로 
돌변한다. 그녀는 잠시 피신하기 위해 북쪽 국경 너머 비네리라는 작은 마을에 
도착한다. 모든 것이 정지된 듯한 비네리 마을. 그 곳에 유...","90min","
				페터 심","Estonia/Latvia","2001"
"4463","수리요타이","Suriyothai","7년간에 걸친 기획과 제작기간을 거쳐 완성된 미증유의 대작 시대극. 감독인 MC 차트리찰레름 유콘은 태국 국민들의 가슴 속에 살아 있는 아유타야 왕국의 왕비 수리요타이의 일생을 장엄한 대 서사시로 재현해 냈다. 그러나 그는 역사적 사실에 충실하면서도 강력한 여인상에 대한 자신의 시각을 강조한다. 그리고 그가 그리는 그러한 여인상은 강렬한 대비를 통하여 극적 효과를 더한다. 전쟁터에 나간 남편...","185min","
				차트리찰레름 유콘","Thailand","2001"
"4464","수취인불명","Address Unknown","장선우와 더불어 한국의 가장 논쟁적인 
감독의 대열에 오른 김기덕은 에서 ‘개발 독재’와 ‘10월 유신’의 
중압 아래 신음하던 1970년대라는 암울한 시대성 그리고 끝없는 동경과 부채감 
사이에서 동요하는 한국과 미국간의 깊은 애증의 역사를 배경으로 해서, 순환되는 
폭력과 사라지지 않는 어두운 기억, 그리고 여전히 피 흘리는 상처받은 인간의 
삶을 다시 한 번 해부한...","117min","
				김기덕","Korea","2001"
"4465","순애보","Asako in Ruby Shoes","단순하고 무의미한 
잡무들에 파묻혀 사는 서울의 한 동사무소 직원 우인의 일상에 두 여자가 
찾아든다. 인터넷의 포르노 사이트에서 발견한 이상형의 소녀 아사코와, 
동사무소에 개설된 제빵 강좌의 보조 강사인 미아다. 미래에 대한 희망도, 가족에 
대한 애정도 없는 동경의 재수생 아야에게는 예쁜 구두를 수집하고 자살을 
연습하는 것만이 유일한 위안이다. 인터넷 포르노 모델 일을 통해서...","117min","
				이재용","Korea","2001"
"4466","스위트 무비","Sweet Movie","마카베예프의 영화 중 가장 파격적이고 논란의 대상이 
되었던 는 예술영화 애호가라면 반드시 보아야 할 뛰어난 작품이다. 
영화는 두 편의 이야기로 구성되어 있는데, 그 하나는 ‘미스 월드 
처녀성’이라는 미인대회 출신의 한 여성이 정유 회사 사장인 캐피탈 씨와의 
성생활이 없는 결혼을 견디지 못하고 도망친다는 내용이다. 결국 그 여성은 
유명한 록스타와 열광적인 사랑을...","99min","
				두샨 마카베예프","France/Canada/Germany/Yugoslavia","2001"
"4467","스케치북","Drawing Book","은 그림을 그리고 있는 아이 옆에서 목을 매는 
엄마로부터 시작하는, 늘 죽음을 가까이하고 있는 아이의 일상을 담아 낸 영화다. 
병든 할머니와 함께 살며 집 근처에 있는 도살장에 가서 소를 잡는 모습을 보고 
천진난만하게 웃는 소년의 스케치북에 그려진 그림은 조금씩 완성되어 
간다.","13min","
				팍품 인마이","Thailand","2001"
"4468","슬로건","Slogans","젊고 잘생긴 
안드레는 한 지방 초등학교에 부임되어 외딴 산골 마을에 도착한다. 그러나 
부임한 첫날 교사회의 시간에 그는 자신에게 할당된 유일한 임무가 정치적인 
슬로건에 관한 것임을 알고 놀라움을 금치 못한다. 업무란 바로 각 학급마다 
교장선생의 엄격한 규칙에 따라 동네 옆 언덕에 돌로 정치구호를 새겨넣는 일을 
하는 것이었다. 마을을 지배하고 있는 ‘정치적 의무’는 아이러니하...","90min","
				게르기 쿠바니","France/Albania","2001"
"4469","시아","SIA, Le Reve du Python","독재자인 황제의 지배하에 있는 가난에 찌든 도시 콤비. 도시를 다시 
부흥시키기 위해 황제의 제사장들은 인간을 제물로 바치는 전통의식을 치르기로 
결정한다. 그러나 일반 백성들은 더 이상 그러한 의식이 효과가 있다고 믿지 
않는다. 제물로 시아가 선택되었다는 소식을 들은 그녀의 약혼자 마마디는 반란을 
일으키고 의식을 막는 데 성공한다. 그러나 권력이 바뀌었다고 해서 제도가 
변하는...","96min","
				다니 쿠아테","Burkina Faso/France","2001"
"4470","쏜 데 마르","Sound of the Sea","늦은 여름 
어느 날, 율리세스는 작은 해변가 마을 학교의 문학교사로 부임한다. 바다와 
오렌지 향기, 마르티나가 그를 위해 준비한 맛있는 프렌치 프라이에 둘러싸여 
그는 지중해의 매혹적인 정취를 느끼며 마르티나와 열정적인 사랑에 빠진다. 그는 
여러 가지 이야기를 들려 주며 마르티나를 사로잡고 마침내 그녀를 유혹한다. 
그러나 이른 아침 참치 낚시를 나갔던 율리세스는 다시는 돌아오...","121min","
				비가스 루나","Spain/USA","2001"
"4471","아다지오","Adagio","정체 불명의 회색 폭도가 폭풍 속에서 목적 없이 
어슬렁거리고 있다. 갑자기 그 앞에 새하얀 존재가 등장하고 증오심에 불탄 
폭도는 그 새하얀 놈을 보자마자 없애려고 노력한다. 그러나 그의 부활을 목격한 
폭도는 그를 숭배하게 된다. 하지만 어느 누구도 이로 인해 관용이란 것을 배운 
것 같지는 않다.","10min","
				개리 바르딘","Russia","2001"
"4472","아당가맨","Adanggaman","17세기 서아프리카의 노예 해안에 위치한 
작은 마을. 마을의 추장 엔고는 아들 오세이를 부유한 집안의 딸과 결혼시키려고 
하지만 자신이 진정으로 사랑하는 여인과 함께할 수 없다는 것을 깨달은 오세이는 
마을을 떠난다. 그 날 밤 마을은 약탈당하고 불살라져 폐허가 되어 버리고 그 
와중에 많은 사람들이 죽거나 포로가 된다. 그런데 그 학살을 자행한 침입자가 
유럽의 노예상인들이 아니...","90min","
				로저 노안 음바라","Ivory Coast","2001"
"4473","아름다운 생존 - 여성영화인이 말하는 영화","Keeping the Vision Alive","한국에서 여성 영화인들은 편견, 불편, 차별, 모멸감을 
감수하며 여성이란 미명하에 자신의 창조력을 어쩔 수 없이 포기하며 살아왔다. 
그들에게 영화 작업은 일종의 금지된 욕망이었다. 이 다큐멘터리는 여성 
영화인들이 어떻게 보수적인 한국 영화계에서 생존해 왔는가를 역사적인 시각에서 
조명하고 있을 뿐만 아니라, 그들에게 현재 부여된 과제가 무엇인가를 보여 주고 
있다. 1940년대...","41min","
				임순례","Korea","2001"
"4474","아름다운 파트마","Fatma","17살인 파트마는 어머니가 죽은 후 아버지와 오빠들, 여동생들, 사촌 
오빠와 함께 살고 있다. 어느 날 밤 그녀는 집에 잠시 머물던 사촌 오빠 
타헤르에게 강간을 당하고 마음에 큰 상처를 입는다. 그러나 삶은 그냥 그렇게 
계속될 뿐이다. 집을 떠나 튀니스에서 공부하고 싶은 그녀의 꿈이 이루어지고 그 
곳에서 그녀는 무라드를 만나 사랑에 빠진다. 그와 하룻밤을 보내고 시험에도 
통...","124min","
				칼레드 고르발","Tunisia/France","2001"
"4475","아이 러브 베이징","I Love Beijing","베이징의 택시 기사의 일상을 그린 중국판 . 중국 ５세대 출신의 여성감독 닝잉은 동세대 어떤 감독보다 비판적 시선으로 중국의 오늘을 응시한다. 은 역설적이게도 더이상 사랑할 수 없는 도시 베이징의 초상이다. 주인공 데지는 돈벌이와 여자 낚시를 낙으로 삼는 한심한 인간이다. 그의 눈에 비친 베이징이라는 도시 그리고 그의 차에 올라타는 수많은 베이징인들도 남루...","80min","
				닝 잉","China","2001"
"4476","아이슬랜딕 드림","Icelandic Dream, The","무책임하고 수상쩍은 30세의 떠벌이 토티. 그는 15년이나 
빨리 중년의 위기를 겪고 있다. 떼돈을 벌 거라고 판단해 수입한 불가리아 담배 
때문에 사회적인 비난을 받고, 담배 속에 흥분제가 들어 있다는 소문이 급속도로 
퍼지기 전까지는 사업 역시 신통찮다. 토티는 축구와 비디오 게임을 광적으로 
즐기지만 이런 취미생활도 순탄하지 않다. 그가 응원하는 팀은 올 시즌 성적이 
좋지 않...","92min","
				로버트 더글라스","Iceland","2001"
"4477","아프리카의 여인들","Mama Africa","광활하고 다양한 아프리카 대륙에서 가장 뛰어나고 상상력 넘치는 
여성 감독들이 연출한 세 개의 이야기가 한 곳에 모였다. 은 
아프리카 여성의 아름다움, 유머, 분노, 좌절, 친밀함, 그리고 그들의 영혼까지도 
보여 주는 최초의 작품이다. 짐바브웨 출신의 잉그리드 싱클레어가 만든 는 
보다 나은 삶을 꿈꾸며 시골로 이주한 젊은 교사 몰리의 이야기다. 그녀에게 ...","85min","
				잉그리드 싱클레어,라자 아마리,판타 나크로","Zimbabwe/Tunisia/Burkina Faso/","2001"
"4478","약속","Promises","1997년부터 2000년까지 1차 팔레스타인 분쟁사건이 발생하고 그 후속 
분쟁이 일어나기 전 팔레스타인과 이스라엘 국경에는 상대적인 고요가 감돈다. 
은 7명의 이스라엘과 팔레스타인 어린이의 시각을 통해 이웃에 접한 두 
나라 사람들의 삶이 어떤 식으로 철저히 달라질 수 있는지를 전한다. 지리적으로 
매우 근접해 살고 있는 그들은 국경을 나누는 바리케이드와 거리에서 발생하는 ...","106min","
				비지 골드버그,저스틴 샤피로,카를로스 볼라도","USA","2001"
"4479","얄라 얄라","Jalla! Jalla!","20대인 단짝친구 만스와 로로. 만스는 
키가 큰 빡빡머리의 스웨덴인이고 로로는 아랍 이민 2세다. 로로는 자신의 
가족에게 스웨덴 여자친구를 소개하려고 마음먹지만, 가족들의 반응이 두렵다. 
공원의 경비로 일하고 있는 만스와 로로의 일은 오리들이 노는 연못을 청소하고 
개똥을 치우는 등의 지겨운 일들이다. 자신들의 직업에 그리 만족하지는 않지만 
그럼에도 불구하고 그들은 여전히 자...","88min","
				요셉 파레스","Sweden","2001"
"4480","어느 멋진 날","A Fine Day","베를린에 사는 21살의 데니스는 영화를 더빙하는 성우로 일한다. 그녀의 
꿈은 배우들에게 자신을 목소리를 빌려 주는 데서 그치지 않고 여배우가 되는 
것이다. 자기 자신에 철저한 만큼 다른 사람에 대한 기대치도 높은 그녀에게는 꼭 
이루고 싶은 계획이 있다. 남자친구인 얀과의 관계는 몹시 불만족스럽고, 어느 
여름날 아침 그녀는 오늘이야말로 중대한 결정을 해야 하는 순간이라는 것을 ...","74min","
				토마스 아슬란","Germany","2001"
"4481","엄마는 갱년기","The Marriage Certificate","변화하는 현대의 속도를 따라잡지 못하는 제도나 이데올로기는 얼마나 무용한가? 그것은 무용할 뿐만 아니라 종종 일상을 억압하고 그 속의 인간을 집어삼키고 만다. 는 중국의 관료주의가 인민들의 일상적 삶에 얼마나 치밀하게 스며있고 교활하게 영향을 미치는지를 유쾌하게 풍자하는 영화다. 엔지니어인 시에 유팅(Xie Yueting)과 정신과 의사 라오 구오(Lao Gu)는 어느 날 결...","110min","
				황 지엔신","China","2001"
"4482","에밀 쿠스트리차와 노 스모킹 밴드","Super 8 Stories by Emir Kusturica","는 거칠고 광적이면서 창조적이고 드라마틱하기까지 한 발칸 펑크의 기원을 
찾는 작품이다. 영화는 ‘노 스모킹 밴드’에 초첨을 맞출 뿐 아니라 아니라 발칸의 음악세계를 보여 주는 여러 뮤지션들의 이야기도 다루고 있다. 20년 전 사라예보에서 결성된 ‘노 스모킹 밴드’는 그 지역의 비극적인 역사와 함께했으며, 재즈와 록, 다양한 발칸 음악과 집시 멜로디에서 ...","90min","
				에밀 쿠스트리챠","Germany/  Italy","2001"
"4483","에이비씨 아프리카","ABC Africa","키아로스타미 감독은 
한 국제기구로부터 아프리카의 수백만 고아들에 대한 영화를 만들어 달라는 한 
장의 팩스를 받는다. 어린이들을 위한 영화를 오랫동안 제작했던 손에는 이제 DV 
카메라가 들려 있다. 황토빛 초원에서 아이들을 만나는 여행이 시작된다.  

벌판을 배회하며 애처로운 눈길을 보내는 헐벗은 어린이들의 모습은 이 영화에서 
찾아볼 수 없다. 아프리카에 대한 이러한 이미지...","84min","
				압바스 키아로스타미","Iran","2001"
"4484","에피머럴 타운","Ephemeral Town","이번 부산국제영화제 상영작 중 유일한 그리스 영화. 아름다운 화면으로 가득한 서정시 같은 이 영화는 여행에 대한 이야기이다. 감독은 자신의 영화를 소개하면서 “영화의 주인공이 여행하는 길은 곧 그의 내면 의식으로의 여행과도 같다.”라고 표현했다. 안드레아스는 죽은 어머니의 고향인 한 섬으로 여행한다. 풍광도 변했고 남아있는 사람들도 기억하는 것이 거의 없다. 외국인들과 그들의 가족이 섬을 차...","89min","
				죠르고스 자피리스","Greece","2001"
"4485","엑스페리먼트","The Experiment","택시 운전사인 
타렉 파드는 신문을 읽다가 눈길을 확 끄는 특이한 광고를 발견한다. 광고에는 
가상 감옥에서 2주 동안 생활하는 심리학 실험의 자원자에게 4,000마르크를 
지불한다고 씌어 있다. 실험에 참여하기 직전의 어느 날 밤, 타렉의 택시는 
도라라는 아름다운 젊은 여성이 운전하는 차와 부딪힌다. 아버지가 막 돌아가신 
상태였던 그녀의 마음은 혼란한 상태였고, 그런 그녀를 타...","120min","
				올리버 히르쉬비겔","Germany","2001"
